state,date,cases
Denmark,2020-01-30,0
Denmark,2020-01-31,0
Denmark,2020-02-01,0
Denmark,2020-02-02,0
Denmark,2020-02-03,0
Denmark,2020-02-04,0
Denmark,2020-02-05,0
Denmark,2020-02-06,0
Denmark,2020-02-07,0
Denmark,2020-02-08,0
Denmark,2020-02-09,0
Denmark,2020-02-10,0
Denmark,2020-02-11,0
Denmark,2020-02-12,0
Denmark,2020-02-13,0
Denmark,2020-02-14,0
Denmark,2020-02-15,0
Denmark,2020-02-16,0
Denmark,2020-02-17,0
Denmark,2020-02-18,0
Denmark,2020-02-19,0
Denmark,2020-02-20,0
Denmark,2020-02-21,0
Denmark,2020-02-22,0
Denmark,2020-02-23,0
Denmark,2020-02-24,0
Denmark,2020-02-25,0
Denmark,2020-02-26,0
Denmark,2020-02-27,1
Denmark,2020-02-28,1
Denmark,2020-02-29,3
Denmark,2020-03-01,4
Denmark,2020-03-02,4
Denmark,2020-03-03,6
Denmark,2020-03-04,11
Denmark,2020-03-05,11
Denmark,2020-03-06,24
Denmark,2020-03-07,24
Denmark,2020-03-08,37
Denmark,2020-03-09,92
Denmark,2020-03-10,264
Denmark,2020-03-11,444
Denmark,2020-03-12,617
Denmark,2020-03-13,804
Denmark,2020-03-14,836
Denmark,2020-03-15,875
Denmark,2020-03-16,933
Denmark,2020-03-17,1025
Denmark,2020-03-18,1116
Denmark,2020-03-19,1225
Denmark,2020-03-20,1337
Denmark,2020-03-21,1420
Denmark,2020-03-22,1514
Denmark,2020-03-23,1572
Denmark,2020-03-24,1718
Denmark,2020-03-25,1862
Denmark,2020-03-26,2023
Denmark,2020-03-27,2200
Denmark,2020-03-28,2366
Denmark,2020-03-29,2564
Denmark,2020-03-30,2755
Denmark,2020-03-31,3039
Denmark,2020-04-01,3290
Denmark,2020-04-02,3573
Denmark,2020-04-03,3946
Denmark,2020-04-04,4269
Denmark,2020-04-05,4561
Denmark,2020-04-06,4875
Denmark,2020-04-07,5266
Denmark,2020-04-08,5597
Denmark,2020-04-09,5830
Denmark,2020-04-10,6014
Denmark,2020-04-11,6191
Denmark,2020-04-12,6369
Denmark,2020-04-13,6513
Denmark,2020-04-14,6706
Denmark,2020-04-15,6876
Denmark,2020-04-16,7074
Denmark,2020-04-17,7268
Denmark,2020-04-18,7437
Denmark,2020-04-19,7580
Denmark,2020-04-20,7711
Denmark,2020-04-21,7891
Denmark,2020-04-22,8108
Denmark,2020-04-23,8271
Denmark,2020-04-24,8408
Denmark,2020-04-25,8643
Denmark,2020-04-26,8773
Denmark,2020-04-27,8896
Denmark,2020-04-28,9049
Denmark,2020-04-29,9206
Denmark,2020-04-30,9356
Denmark,2020-05-01,9509
Denmark,2020-05-02,9605
Denmark,2020-05-03,9721
Denmark,2020-05-04,9868
Denmark,2020-05-05,10019
Denmark,2020-05-06,10136
Denmark,2020-05-07,10281
Denmark,2020-05-08,10416
Denmark,2020-05-09,10517
Denmark,2020-05-10,10627
Denmark,2020-05-11,10711
Denmark,2020-05-12,10789
Denmark,2020-05-13,10865
Denmark,2020-05-14,10911
Denmark,2020-05-15,10989
Denmark,2020-05-16,11056
Denmark,2020-05-17,11125
Denmark,2020-05-18,11166
Denmark,2020-05-19,11242
Denmark,2020-05-20,11315
Denmark,2020-05-21,11380
Estonia,2020-01-22,0
Estonia,2020-01-23,0
Estonia,2020-01-24,0
Estonia,2020-01-25,0
Estonia,2020-01-26,0
Estonia,2020-01-27,0
Estonia,2020-01-28,0
Estonia,2020-01-29,0
Estonia,2020-01-30,0
Estonia,2020-01-31,0
Estonia,2020-02-01,0
Estonia,2020-02-02,0
Estonia,2020-02-03,0
Estonia,2020-02-04,0
Estonia,2020-02-05,0
Estonia,2020-02-06,0
Estonia,2020-02-07,0
Estonia,2020-02-08,0
Estonia,2020-02-09,0
Estonia,2020-02-10,0
Estonia,2020-02-11,0
Estonia,2020-02-12,0
Estonia,2020-02-13,0
Estonia,2020-02-14,0
Estonia,2020-02-15,0
Estonia,2020-02-16,0
Estonia,2020-02-17,0
Estonia,2020-02-18,0
Estonia,2020-02-19,0
Estonia,2020-02-20,0
Estonia,2020-02-21,0
Estonia,2020-02-22,0
Estonia,2020-02-23,0
Estonia,2020-02-24,0
Estonia,2020-02-25,0
Estonia,2020-02-26,0
Estonia,2020-02-27,1
Estonia,2020-02-28,1
Estonia,2020-02-29,1
Estonia,2020-03-01,1
Estonia,2020-03-02,1
Estonia,2020-03-03,2
Estonia,2020-03-04,2
Estonia,2020-03-05,3
Estonia,2020-03-06,10
Estonia,2020-03-07,10
Estonia,2020-03-08,10
Estonia,2020-03-09,10
Estonia,2020-03-10,12
Estonia,2020-03-11,16
Estonia,2020-03-12,16
Estonia,2020-03-13,79
Estonia,2020-03-14,115
Estonia,2020-03-15,171
Estonia,2020-03-16,205
Estonia,2020-03-17,225
Estonia,2020-03-18,258
Estonia,2020-03-19,267
Estonia,2020-03-20,283
Estonia,2020-03-21,306
Estonia,2020-03-22,326
Estonia,2020-03-23,352
Estonia,2020-03-24,369
Estonia,2020-03-25,404
Estonia,2020-03-26,538
Estonia,2020-03-27,575
Estonia,2020-03-28,645
Estonia,2020-03-29,679
Estonia,2020-03-30,715
Estonia,2020-03-31,745
Estonia,2020-04-01,779
Estonia,2020-04-02,858
Estonia,2020-04-03,961
Estonia,2020-04-04,1039
Estonia,2020-04-05,1097
Estonia,2020-04-06,1108
Estonia,2020-04-07,1149
Estonia,2020-04-08,1185
Estonia,2020-04-09,1207
Estonia,2020-04-10,1258
Estonia,2020-04-11,1304
Estonia,2020-04-12,1309
Estonia,2020-04-13,1332
Estonia,2020-04-14,1373
Estonia,2020-04-15,1400
Estonia,2020-04-16,1434
Estonia,2020-04-17,1459
Estonia,2020-04-18,1512
Estonia,2020-04-19,1528
Estonia,2020-04-20,1535
Estonia,2020-04-21,1552
Estonia,2020-04-22,1559
Estonia,2020-04-23,1592
Estonia,2020-04-24,1605
Estonia,2020-04-25,1635
Estonia,2020-04-26,1643
Estonia,2020-04-27,1647
Estonia,2020-04-28,1660
Estonia,2020-04-29,1666
Estonia,2020-04-30,1689
Estonia,2020-05-01,1694
Estonia,2020-05-02,1699
Estonia,2020-05-03,1700
Estonia,2020-05-04,1703
Estonia,2020-05-05,1711
Estonia,2020-05-06,1713
Estonia,2020-05-07,1720
Estonia,2020-05-08,1725
Estonia,2020-05-09,1733
Estonia,2020-05-10,1739
Estonia,2020-05-11,1741
Estonia,2020-05-12,1746
Estonia,2020-05-13,1751
Estonia,2020-05-14,1758
Estonia,2020-05-15,1766
Estonia,2020-05-16,1770
Estonia,2020-05-17,1774
Estonia,2020-05-18,1784
Estonia,2020-05-19,1791
Estonia,2020-05-20,1794
Estonia,2020-05-21,1800
Finland,2020-01-22,0
Finland,2020-01-23,0
Finland,2020-01-24,0
Finland,2020-01-25,0
Finland,2020-01-26,0
Finland,2020-01-27,0
Finland,2020-01-28,0
Finland,2020-01-29,1
Finland,2020-01-30,1
Finland,2020-01-31,1
Finland,2020-02-01,1
Finland,2020-02-02,1
Finland,2020-02-03,1
Finland,2020-02-04,1
Finland,2020-02-05,1
Finland,2020-02-06,1
Finland,2020-02-07,1
Finland,2020-02-08,1
Finland,2020-02-09,1
Finland,2020-02-10,1
Finland,2020-02-11,1
Finland,2020-02-12,1
Finland,2020-02-13,1
Finland,2020-02-14,1
Finland,2020-02-15,1
Finland,2020-02-16,1
Finland,2020-02-17,1
Finland,2020-02-18,1
Finland,2020-02-19,1
Finland,2020-02-20,1
Finland,2020-02-21,1
Finland,2020-02-22,1
Finland,2020-02-23,1
Finland,2020-02-24,1
Finland,2020-02-25,1
Finland,2020-02-26,2
Finland,2020-02-27,2
Finland,2020-02-28,2
Finland,2020-02-29,3
Finland,2020-03-01,6
Finland,2020-03-02,6
Finland,2020-03-03,6
Finland,2020-03-04,6
Finland,2020-03-05,12
Finland,2020-03-06,15
Finland,2020-03-07,15
Finland,2020-03-08,23
Finland,2020-03-09,30
Finland,2020-03-10,40
Finland,2020-03-11,59
Finland,2020-03-12,59
Finland,2020-03-13,155
Finland,2020-03-14,225
Finland,2020-03-15,244
Finland,2020-03-16,277
Finland,2020-03-17,321
Finland,2020-03-18,336
Finland,2020-03-19,400
Finland,2020-03-20,450
Finland,2020-03-21,523
Finland,2020-03-22,626
Finland,2020-03-23,700
Finland,2020-03-24,792
Finland,2020-03-25,880
Finland,2020-03-26,958
Finland,2020-03-27,1041
Finland,2020-03-28,1167
Finland,2020-03-29,1240
Finland,2020-03-30,1352
Finland,2020-03-31,1418
Finland,2020-04-01,1446
Finland,2020-04-02,1518
Finland,2020-04-03,1615
Finland,2020-04-04,1882
Finland,2020-04-05,1927
Finland,2020-04-06,2176
Finland,2020-04-07,2308
Finland,2020-04-08,2487
Finland,2020-04-09,2605
Finland,2020-04-10,2769
Finland,2020-04-11,2905
Finland,2020-04-12,2974
Finland,2020-04-13,3064
Finland,2020-04-14,3161
Finland,2020-04-15,3237
Finland,2020-04-16,3369
Finland,2020-04-17,3489
Finland,2020-04-18,3681
Finland,2020-04-19,3783
Finland,2020-04-20,3868
Finland,2020-04-21,4014
Finland,2020-04-22,4129
Finland,2020-04-23,4284
Finland,2020-04-24,4395
Finland,2020-04-25,4475
Finland,2020-04-26,4576
Finland,2020-04-27,4695
Finland,2020-04-28,4740
Finland,2020-04-29,4906
Finland,2020-04-30,4995
Finland,2020-05-01,5051
Finland,2020-05-02,5176
Finland,2020-05-03,5254
Finland,2020-05-04,5327
Finland,2020-05-05,5412
Finland,2020-05-06,5573
Finland,2020-05-07,5673
Finland,2020-05-08,5738
Finland,2020-05-09,5880
Finland,2020-05-10,5962
Finland,2020-05-11,5984
Finland,2020-05-12,6003
Finland,2020-05-13,6054
Finland,2020-05-14,6145
Finland,2020-05-15,6228
Finland,2020-05-16,6286
Finland,2020-05-17,6347
Finland,2020-05-18,6380
Finland,2020-05-19,6399
Finland,2020-05-20,6443
Finland,2020-05-21,6493
France,2020-01-22,0
France,2020-01-23,0
France,2020-01-24,2
France,2020-01-25,3
France,2020-01-26,3
France,2020-01-27,3
France,2020-01-28,4
France,2020-01-29,5
France,2020-01-30,5
France,2020-01-31,5
France,2020-02-01,6
France,2020-02-02,6
France,2020-02-03,6
France,2020-02-04,6
France,2020-02-05,6
France,2020-02-06,6
France,2020-02-07,6
France,2020-02-08,11
France,2020-02-09,11
France,2020-02-10,11
France,2020-02-11,11
France,2020-02-12,11
France,2020-02-13,11
France,2020-02-14,11
France,2020-02-15,12
France,2020-02-16,12
France,2020-02-17,12
France,2020-02-18,12
France,2020-02-19,12
France,2020-02-20,12
France,2020-02-21,12
France,2020-02-22,12
France,2020-02-23,12
France,2020-02-24,12
France,2020-02-25,14
France,2020-02-26,18
France,2020-02-27,38
France,2020-02-28,57
France,2020-02-29,100
France,2020-03-01,130
France,2020-03-02,191
France,2020-03-03,204
France,2020-03-04,288
France,2020-03-05,380
France,2020-03-06,656
France,2020-03-07,959
France,2020-03-08,1136
France,2020-03-09,1219
France,2020-03-10,1794
France,2020-03-11,2293
France,2020-03-12,2293
France,2020-03-13,3681
France,2020-03-14,4496
France,2020-03-15,4532
France,2020-03-16,6683
France,2020-03-17,7715
France,2020-03-18,9124
France,2020-03-19,10970
France,2020-03-20,12758
France,2020-03-21,14463
France,2020-03-22,16243
France,2020-03-23,20123
France,2020-03-24,22622
France,2020-03-25,25600
France,2020-03-26,29551
France,2020-03-27,33402
France,2020-03-28,38105
France,2020-03-29,40708
France,2020-03-30,45170
France,2020-03-31,52827
France,2020-04-01,57749
France,2020-04-02,59929
France,2020-04-03,65202
France,2020-04-04,69500
France,2020-04-05,71412
France,2020-04-06,75343
France,2020-04-07,79163
France,2020-04-08,83057
France,2020-04-09,87366
France,2020-04-10,91738
France,2020-04-11,94863
France,2020-04-12,121712
France,2020-04-13,125394
France,2020-04-14,130365
France,2020-04-15,133585
France,2020-04-16,146075
France,2020-04-17,148084
France,2020-04-18,148086
France,2020-04-19,153011
France,2020-04-20,155393
France,2020-04-21,158168
France,2020-04-22,155980
France,2020-04-23,158303
France,2020-04-24,159952
France,2020-04-25,161644
France,2020-04-26,162220
France,2020-04-27,165963
France,2020-04-28,169053
France,2020-04-29,166543
France,2020-04-30,167299
France,2020-05-01,167305
France,2020-05-02,168518
France,2020-05-03,168925
France,2020-05-04,169583
France,2020-05-05,170687
France,2020-05-06,174224
France,2020-05-07,174918
France,2020-05-08,176202
France,2020-05-09,176782
France,2020-05-10,177094
France,2020-05-11,177547
France,2020-05-12,178349
France,2020-05-13,178184
France,2020-05-14,178994
France,2020-05-15,179630
France,2020-05-16,179630
France,2020-05-17,179693
France,2020-05-18,180051
France,2020-05-19,180933
France,2020-05-20,181700
France,2020-05-21,181951
Germany,2020-01-22,0
Germany,2020-01-23,0
Germany,2020-01-24,0
Germany,2020-01-25,0
Germany,2020-01-26,0
Germany,2020-01-27,1
Germany,2020-01-28,4
Germany,2020-01-29,4
Germany,2020-01-30,4
Germany,2020-01-31,5
Germany,2020-02-01,8
Germany,2020-02-02,10
Germany,2020-02-03,12
Germany,2020-02-04,12
Germany,2020-02-05,12
Germany,2020-02-06,12
Germany,2020-02-07,13
Germany,2020-02-08,13
Germany,2020-02-09,14
Germany,2020-02-10,14
Germany,2020-02-11,16
Germany,2020-02-12,16
Germany,2020-02-13,16
Germany,2020-02-14,16
Germany,2020-02-15,16
Germany,2020-02-16,16
Germany,2020-02-17,16
Germany,2020-02-18,16
Germany,2020-02-19,16
Germany,2020-02-20,16
Germany,2020-02-21,16
Germany,2020-02-22,16
Germany,2020-02-23,16
Germany,2020-02-24,16
Germany,2020-02-25,17
Germany,2020-02-26,27
Germany,2020-02-27,46
Germany,2020-02-28,48
Germany,2020-02-29,79
Germany,2020-03-01,130
Germany,2020-03-02,159
Germany,2020-03-03,196
Germany,2020-03-04,262
Germany,2020-03-05,482
Germany,2020-03-06,670
Germany,2020-03-07,799
Germany,2020-03-08,1040
Germany,2020-03-09,1176
Germany,2020-03-10,1457
Germany,2020-03-11,1908
Germany,2020-03-12,2078
Germany,2020-03-13,3675
Germany,2020-03-14,4585
Germany,2020-03-15,5795
Germany,2020-03-16,7272
Germany,2020-03-17,9257
Germany,2020-03-18,12327
Germany,2020-03-19,15320
Germany,2020-03-20,19848
Germany,2020-03-21,22213
Germany,2020-03-22,24873
Germany,2020-03-23,29056
Germany,2020-03-24,32986
Germany,2020-03-25,37323
Germany,2020-03-26,43938
Germany,2020-03-27,50871
Germany,2020-03-28,57695
Germany,2020-03-29,62095
Germany,2020-03-30,66885
Germany,2020-03-31,71808
Germany,2020-04-01,77872
Germany,2020-04-02,84794
Germany,2020-04-03,91159
Germany,2020-04-04,96092
Germany,2020-04-05,100123
Germany,2020-04-06,103374
Germany,2020-04-07,107663
Germany,2020-04-08,113296
Germany,2020-04-09,118181
Germany,2020-04-10,122171
Germany,2020-04-11,124908
Germany,2020-04-12,127854
Germany,2020-04-13,130072
Germany,2020-04-14,131359
Germany,2020-04-15,134753
Germany,2020-04-16,137698
Germany,2020-04-17,141397
Germany,2020-04-18,143342
Germany,2020-04-19,145184
Germany,2020-04-20,147065
Germany,2020-04-21,148291
Germany,2020-04-22,150648
Germany,2020-04-23,153129
Germany,2020-04-24,154999
Germany,2020-04-25,156513
Germany,2020-04-26,157770
Germany,2020-04-27,158758
Germany,2020-04-28,159912
Germany,2020-04-29,161539
Germany,2020-04-30,163009
Germany,2020-05-01,164077
Germany,2020-05-02,164967
Germany,2020-05-03,165664
Germany,2020-05-04,166152
Germany,2020-05-05,167007
Germany,2020-05-06,168162
Germany,2020-05-07,169430
Germany,2020-05-08,170588
Germany,2020-05-09,171324
Germany,2020-05-10,171879
Germany,2020-05-11,172576
Germany,2020-05-12,173171
Germany,2020-05-13,174098
Germany,2020-05-14,174478
Germany,2020-05-15,175233
Germany,2020-05-16,175752
Germany,2020-05-17,176369
Germany,2020-05-18,176551
Germany,2020-05-19,177778
Germany,2020-05-20,178473
Germany,2020-05-21,179021
Greece,2020-01-22,0
Greece,2020-01-23,0
Greece,2020-01-24,0
Greece,2020-01-25,0
Greece,2020-01-26,0
Greece,2020-01-27,0
Greece,2020-01-28,0
Greece,2020-01-29,0
Greece,2020-01-30,0
Greece,2020-01-31,0
Greece,2020-02-01,0
Greece,2020-02-02,0
Greece,2020-02-03,0
Greece,2020-02-04,0
Greece,2020-02-05,0
Greece,2020-02-06,0
Greece,2020-02-07,0
Greece,2020-02-08,0
Greece,2020-02-09,0
Greece,2020-02-10,0
Greece,2020-02-11,0
Greece,2020-02-12,0
Greece,2020-02-13,0
Greece,2020-02-14,0
Greece,2020-02-15,0
Greece,2020-02-16,0
Greece,2020-02-17,0
Greece,2020-02-18,0
Greece,2020-02-19,0
Greece,2020-02-20,0
Greece,2020-02-21,0
Greece,2020-02-22,0
Greece,2020-02-23,0
Greece,2020-02-24,0
Greece,2020-02-25,0
Greece,2020-02-26,1
Greece,2020-02-27,3
Greece,2020-02-28,4
Greece,2020-02-29,4
Greece,2020-03-01,7
Greece,2020-03-02,7
Greece,2020-03-03,7
Greece,2020-03-04,9
Greece,2020-03-05,31
Greece,2020-03-06,45
Greece,2020-03-07,46
Greece,2020-03-08,73
Greece,2020-03-09,73
Greece,2020-03-10,89
Greece,2020-03-11,99
Greece,2020-03-12,99
Greece,2020-03-13,190
Greece,2020-03-14,228
Greece,2020-03-15,331
Greece,2020-03-16,331
Greece,2020-03-17,387
Greece,2020-03-18,418
Greece,2020-03-19,418
Greece,2020-03-20,495
Greece,2020-03-21,530
Greece,2020-03-22,624
Greece,2020-03-23,695
Greece,2020-03-24,743
Greece,2020-03-25,821
Greece,2020-03-26,892
Greece,2020-03-27,966
Greece,2020-03-28,1061
Greece,2020-03-29,1156
Greece,2020-03-30,1212
Greece,2020-03-31,1314
Greece,2020-04-01,1415
Greece,2020-04-02,1544
Greece,2020-04-03,1613
Greece,2020-04-04,1673
Greece,2020-04-05,1735
Greece,2020-04-06,1755
Greece,2020-04-07,1832
Greece,2020-04-08,1884
Greece,2020-04-09,1955
Greece,2020-04-10,2011
Greece,2020-04-11,2081
Greece,2020-04-12,2114
Greece,2020-04-13,2145
Greece,2020-04-14,2170
Greece,2020-04-15,2192
Greece,2020-04-16,2207
Greece,2020-04-17,2224
Greece,2020-04-18,2235
Greece,2020-04-19,2235
Greece,2020-04-20,2245
Greece,2020-04-21,2401
Greece,2020-04-22,2408
Greece,2020-04-23,2463
Greece,2020-04-24,2490
Greece,2020-04-25,2506
Greece,2020-04-26,2517
Greece,2020-04-27,2534
Greece,2020-04-28,2566
Greece,2020-04-29,2576
Greece,2020-04-30,2591
Greece,2020-05-01,2612
Greece,2020-05-02,2620
Greece,2020-05-03,2626
Greece,2020-05-04,2632
Greece,2020-05-05,2642
Greece,2020-05-06,2663
Greece,2020-05-07,2678
Greece,2020-05-08,2691
Greece,2020-05-09,2710
Greece,2020-05-10,2716
Greece,2020-05-11,2726
Greece,2020-05-12,2744
Greece,2020-05-13,2760
Greece,2020-05-14,2770
Greece,2020-05-15,2810
Greece,2020-05-16,2819
Greece,2020-05-17,2834
Greece,2020-05-18,2836
Greece,2020-05-19,2840
Greece,2020-05-20,2850
Greece,2020-05-21,2853
Holy See,2020-01-22,0
Holy See,2020-01-23,0
Holy See,2020-01-24,0
Holy See,2020-01-25,0
Holy See,2020-01-26,0
Holy See,2020-01-27,0
Holy See,2020-01-28,0
Holy See,2020-01-29,0
Holy See,2020-01-30,0
Holy See,2020-01-31,0
Holy See,2020-02-01,0
Holy See,2020-02-02,0
Holy See,2020-02-03,0
Holy See,2020-02-04,0
Holy See,2020-02-05,0
Holy See,2020-02-06,0
Holy See,2020-02-07,0
Holy See,2020-02-08,0
Holy See,2020-02-09,0
Holy See,2020-02-10,0
Holy See,2020-02-11,0
Holy See,2020-02-12,0
Holy See,2020-02-13,0
Holy See,2020-02-14,0
Holy See,2020-02-15,0
Holy See,2020-02-16,0
Holy See,2020-02-17,0
Holy See,2020-02-18,0
Holy See,2020-02-19,0
Holy See,2020-02-20,0
Holy See,2020-02-21,0
Holy See,2020-02-22,0
Holy See,2020-02-23,0
Holy See,2020-02-24,0
Holy See,2020-02-25,0
Holy See,2020-02-26,0
Holy See,2020-02-27,0
Holy See,2020-02-28,0
Holy See,2020-02-29,0
Holy See,2020-03-01,0
Holy See,2020-03-02,0
Holy See,2020-03-03,0
Holy See,2020-03-04,0
Holy See,2020-03-05,0
Holy See,2020-03-06,1
Holy See,2020-03-07,1
Holy See,2020-03-08,1
Holy See,2020-03-09,1
Holy See,2020-03-10,1
Holy See,2020-03-11,1
Holy See,2020-03-12,1
Holy See,2020-03-13,1
Holy See,2020-03-14,1
Holy See,2020-03-15,1
Holy See,2020-03-16,1
Holy See,2020-03-17,1
Holy See,2020-03-18,1
Holy See,2020-03-19,1
Holy See,2020-03-20,1
Holy See,2020-03-21,1
Holy See,2020-03-22,1
Holy See,2020-03-23,1
Holy See,2020-03-24,4
Holy See,2020-03-25,4
Holy See,2020-03-26,4
Holy See,2020-03-27,4
Holy See,2020-03-28,6
Holy See,2020-03-29,6
Holy See,2020-03-30,6
Holy See,2020-03-31,6
Holy See,2020-04-01,6
Holy See,2020-04-02,7
Holy See,2020-04-03,7
Holy See,2020-04-04,7
Holy See,2020-04-05,7
Holy See,2020-04-06,7
Holy See,2020-04-07,7
Holy See,2020-04-08,8
Holy See,2020-04-09,8
Holy See,2020-04-10,8
Holy See,2020-04-11,8
Holy See,2020-04-12,8
Holy See,2020-04-13,8
Holy See,2020-04-14,8
Holy See,2020-04-15,8
Holy See,2020-04-16,8
Holy See,2020-04-17,8
Holy See,2020-04-18,8
Holy See,2020-04-19,8
Holy See,2020-04-20,9
Holy See,2020-04-21,9
Holy See,2020-04-22,9
Holy See,2020-04-23,9
Holy See,2020-04-24,9
Holy See,2020-04-25,9
Holy See,2020-04-26,9
Holy See,2020-04-27,9
Holy See,2020-04-28,10
Holy See,2020-04-29,10
Holy See,2020-04-30,11
Holy See,2020-05-01,11
Holy See,2020-05-02,11
Holy See,2020-05-03,11
Holy See,2020-05-04,11
Holy See,2020-05-05,11
Holy See,2020-05-06,12
Holy See,2020-05-07,12
Holy See,2020-05-08,12
Holy See,2020-05-09,12
Holy See,2020-05-10,12
Holy See,2020-05-11,12
Holy See,2020-05-12,12
Holy See,2020-05-13,12
Holy See,2020-05-14,12
Holy See,2020-05-15,12
Holy See,2020-05-16,12
Holy See,2020-05-17,12
Holy See,2020-05-18,12
Holy See,2020-05-19,12
Holy See,2020-05-20,12
Holy See,2020-05-21,12
Hungary,2020-01-22,0
Hungary,2020-01-23,0
Hungary,2020-01-24,0
Hungary,2020-01-25,0
Hungary,2020-01-26,0
Hungary,2020-01-27,0
Hungary,2020-01-28,0
Hungary,2020-01-29,0
Hungary,2020-01-30,0
Hungary,2020-01-31,0
Hungary,2020-02-01,0
Hungary,2020-02-02,0
Hungary,2020-02-03,0
Hungary,2020-02-04,0
Hungary,2020-02-05,0
Hungary,2020-02-06,0
Hungary,2020-02-07,0
Hungary,2020-02-08,0
Hungary,2020-02-09,0
Hungary,2020-02-10,0
Hungary,2020-02-11,0
Hungary,2020-02-12,0
Hungary,2020-02-13,0
Hungary,2020-02-14,0
Hungary,2020-02-15,0
Hungary,2020-02-16,0
Hungary,2020-02-17,0
Hungary,2020-02-18,0
Hungary,2020-02-19,0
Hungary,2020-02-20,0
Hungary,2020-02-21,0
Hungary,2020-02-22,0
Hungary,2020-02-23,0
Hungary,2020-02-24,0
Hungary,2020-02-25,0
Hungary,2020-02-26,0
Hungary,2020-02-27,0
Hungary,2020-02-28,0
Hungary,2020-02-29,0
Hungary,2020-03-01,0
Hungary,2020-03-02,0
Hungary,2020-03-03,0
Hungary,2020-03-04,2
Hungary,2020-03-05,2
Hungary,2020-03-06,2
Hungary,2020-03-07,4
Hungary,2020-03-08,7
Hungary,2020-03-09,9
Hungary,2020-03-10,9
Hungary,2020-03-11,13
Hungary,2020-03-12,13
Hungary,2020-03-13,19
Hungary,2020-03-14,30
Hungary,2020-03-15,32
Hungary,2020-03-16,39
Hungary,2020-03-17,50
Hungary,2020-03-18,58
Hungary,2020-03-19,73
Hungary,2020-03-20,85
Hungary,2020-03-21,103
Hungary,2020-03-22,131
Hungary,2020-03-23,167
Hungary,2020-03-24,187
Hungary,2020-03-25,226
Hungary,2020-03-26,261
Hungary,2020-03-27,300
Hungary,2020-03-28,343
Hungary,2020-03-29,408
Hungary,2020-03-30,447
Hungary,2020-03-31,492
Hungary,2020-04-01,525
Hungary,2020-04-02,585
Hungary,2020-04-03,623
Hungary,2020-04-04,678
Hungary,2020-04-05,733
Hungary,2020-04-06,744
Hungary,2020-04-07,817
Hungary,2020-04-08,895
Hungary,2020-04-09,980
Hungary,2020-04-10,1190
Hungary,2020-04-11,1310
Hungary,2020-04-12,1410
Hungary,2020-04-13,1458
Hungary,2020-04-14,1512
Hungary,2020-04-15,1579
Hungary,2020-04-16,1652
Hungary,2020-04-17,1763
Hungary,2020-04-18,1834
Hungary,2020-04-19,1916
Hungary,2020-04-20,1984
Hungary,2020-04-21,2098
Hungary,2020-04-22,2168
Hungary,2020-04-23,2284
Hungary,2020-04-24,2443
Hungary,2020-04-25,2443
Hungary,2020-04-26,2500
Hungary,2020-04-27,2583
Hungary,2020-04-28,2649
Hungary,2020-04-29,2727
Hungary,2020-04-30,2775
Hungary,2020-05-01,2863
Hungary,2020-05-02,2942
Hungary,2020-05-03,2998
Hungary,2020-05-04,3035
Hungary,2020-05-05,3065
Hungary,2020-05-06,3111
Hungary,2020-05-07,3150
Hungary,2020-05-08,3178
Hungary,2020-05-09,3213
Hungary,2020-05-10,3263
Hungary,2020-05-11,3284
Hungary,2020-05-12,3313
Hungary,2020-05-13,3341
Hungary,2020-05-14,3380
Hungary,2020-05-15,3417
Hungary,2020-05-16,3473
Hungary,2020-05-17,3509
Hungary,2020-05-18,3535
Hungary,2020-05-19,3556
Hungary,2020-05-20,3598
Hungary,2020-05-21,3641
Iceland,2020-01-22,0
Iceland,2020-01-23,0
Iceland,2020-01-24,0
Iceland,2020-01-25,0
Iceland,2020-01-26,0
Iceland,2020-01-27,0
Iceland,2020-01-28,0
Iceland,2020-01-29,0
Iceland,2020-01-30,0
Iceland,2020-01-31,0
Iceland,2020-02-01,0
Iceland,2020-02-02,0
Iceland,2020-02-03,0
Iceland,2020-02-04,0
Iceland,2020-02-05,0
Iceland,2020-02-06,0
Iceland,2020-02-07,0
Iceland,2020-02-08,0
Iceland,2020-02-09,0
Iceland,2020-02-10,0
Iceland,2020-02-11,0
Iceland,2020-02-12,0
Iceland,2020-02-13,0
Iceland,2020-02-14,0
Iceland,2020-02-15,0
Iceland,2020-02-16,0
Iceland,2020-02-17,0
Iceland,2020-02-18,0
Iceland,2020-02-19,0
Iceland,2020-02-20,0
Iceland,2020-02-21,0
Iceland,2020-02-22,0
Iceland,2020-02-23,0
Iceland,2020-02-24,0
Iceland,2020-02-25,0
Iceland,2020-02-26,0
Iceland,2020-02-27,0
Iceland,2020-02-28,1
Iceland,2020-02-29,1
Iceland,2020-03-01,3
Iceland,2020-03-02,6
Iceland,2020-03-03,11
Iceland,2020-03-04,26
Iceland,2020-03-05,34
Iceland,2020-03-06,43
Iceland,2020-03-07,50
Iceland,2020-03-08,50
Iceland,2020-03-09,58
Iceland,2020-03-10,69
Iceland,2020-03-11,85
Iceland,2020-03-12,103
Iceland,2020-03-13,134
Iceland,2020-03-14,156
Iceland,2020-03-15,171
Iceland,2020-03-16,180
Iceland,2020-03-17,220
Iceland,2020-03-18,250
Iceland,2020-03-19,330
Iceland,2020-03-20,409
Iceland,2020-03-21,473
Iceland,2020-03-22,568
