date,state,cases
2020-03-23,Portugal,2060
2020-03-24,Portugal,2362
2020-03-25,Portugal,2995
2020-03-26,Portugal,3544
2020-03-27,Portugal,4268
2020-03-28,Portugal,5170
2020-03-29,Portugal,5962
2020-03-30,Portugal,6408
2020-03-31,Portugal,7443
2020-04-01,Portugal,8251
2020-04-02,Portugal,9034
2020-04-03,Portugal,9886
2020-04-04,Portugal,10524
2020-04-05,Portugal,11278
2020-04-06,Portugal,11730
2020-04-07,Portugal,12442
2020-04-08,Portugal,13141
2020-04-09,Portugal,13956
2020-04-10,Portugal,15472
2020-04-11,Portugal,15987
2020-04-12,Portugal,16585
2020-04-13,Portugal,16934
2020-04-14,Portugal,17448
2020-04-15,Portugal,18091
2020-04-16,Portugal,18841
2020-03-18,Romania,260
2020-03-19,Romania,277
2020-03-20,Romania,308
2020-03-21,Romania,367
2020-03-22,Romania,433
2020-03-23,Romania,576
2020-03-24,Romania,794
2020-03-25,Romania,906
2020-03-26,Romania,1029
2020-03-27,Romania,1292
2020-03-28,Romania,1452
2020-03-29,Romania,1815
2020-03-30,Romania,2109
2020-03-31,Romania,2245
2020-04-01,Romania,2460
2020-04-02,Romania,2738
2020-04-03,Romania,3183
2020-04-04,Romania,3613
2020-04-05,Romania,3864
2020-04-06,Romania,4057
2020-04-07,Romania,4417
2020-04-08,Romania,4761
2020-04-09,Romania,5202
2020-04-10,Romania,5467
2020-04-11,Romania,5990
2020-04-12,Romania,6300
2020-04-13,Romania,6633
2020-04-14,Romania,6879
2020-04-15,Romania,7216
2020-04-16,Romania,7707
2020-03-18,Russia,147
2020-03-19,Russia,199
2020-03-20,Russia,253
2020-03-21,Russia,306
2020-03-22,Russia,367
2020-03-23,Russia,438
2020-03-24,Russia,495
2020-03-25,Russia,658
2020-03-26,Russia,840
2020-03-27,Russia,1036
2020-03-28,Russia,1264
2020-03-29,Russia,1534
2020-03-30,Russia,1836
2020-03-31,Russia,2337
2020-04-01,Russia,2777
2020-04-02,Russia,3548
2020-04-03,Russia,4149
2020-04-04,Russia,4731
2020-04-05,Russia,5389
2020-04-06,Russia,6343
2020-04-07,Russia,7497
2020-04-08,Russia,8672
2020-04-09,Russia,10131
2020-04-10,Russia,11917
2020-04-11,Russia,13584
2020-04-12,Russia,15770
2020-04-13,Russia,18328
2020-04-14,Russia,21102
2020-04-15,Russia,24490
2020-04-16,Russia,27938
2020-03-18,San Marino,119
2020-03-19,San Marino,119
2020-03-20,San Marino,144
2020-03-21,San Marino,144
2020-03-22,San Marino,175
2020-03-23,San Marino,187
2020-03-24,San Marino,187
2020-03-25,San Marino,208
2020-03-26,San Marino,208
2020-03-27,San Marino,223
2020-03-28,San Marino,224
2020-03-29,San Marino,224
2020-03-30,San Marino,230
2020-03-31,San Marino,236
2020-04-01,San Marino,236
2020-04-02,San Marino,245
2020-04-03,San Marino,245
2020-04-04,San Marino,259
2020-04-05,San Marino,266
2020-04-06,San Marino,266
2020-04-07,San Marino,279
2020-04-08,San Marino,279
2020-04-09,San Marino,333
2020-04-10,San Marino,344
2020-04-11,San Marino,356
2020-04-12,San Marino,356
2020-04-13,San Marino,356
2020-04-14,San Marino,371
2020-04-15,San Marino,372
2020-04-16,San Marino,426
2020-03-18,Serbia,83
2020-03-19,Serbia,103
2020-03-20,Serbia,135
2020-03-21,Serbia,171
2020-03-22,Serbia,222
2020-03-23,Serbia,249
2020-03-24,Serbia,303
2020-03-25,Serbia,384
2020-03-26,Serbia,384
2020-03-27,Serbia,457
2020-03-28,Serbia,659
2020-03-29,Serbia,741
2020-03-30,Serbia,785
2020-03-31,Serbia,900
2020-04-01,Serbia,1060
2020-04-02,Serbia,1171
2020-04-03,Serbia,1476
2020-04-04,Serbia,1624
2020-04-05,Serbia,1908
2020-04-06,Serbia,2200
2020-04-07,Serbia,2447
2020-04-08,Serbia,2666
2020-04-09,Serbia,2867
2020-04-10,Serbia,3105
2020-04-11,Serbia,3380
2020-04-12,Serbia,3630
2020-04-13,Serbia,4054
2020-04-14,Serbia,4465
2020-04-15,Serbia,4873
2020-04-16,Serbia,5318
2020-03-18,Slovakia,105
2020-03-19,Slovakia,123
2020-03-20,Slovakia,137
2020-03-21,Slovakia,178
2020-03-22,Slovakia,185
2020-03-23,Slovakia,186
2020-03-24,Slovakia,204
2020-03-25,Slovakia,216
2020-03-26,Slovakia,226
2020-03-27,Slovakia,269
2020-03-28,Slovakia,292
2020-03-29,Slovakia,314
2020-03-30,Slovakia,336
2020-03-31,Slovakia,363
2020-04-01,Slovakia,400
2020-04-02,Slovakia,426
2020-04-03,Slovakia,450
2020-04-04,Slovakia,471
2020-04-05,Slovakia,485
2020-04-06,Slovakia,534
2020-04-07,Slovakia,581
2020-04-08,Slovakia,682
2020-04-09,Slovakia,701
2020-04-10,Slovakia,715
2020-04-11,Slovakia,728
2020-04-12,Slovakia,742
2020-04-13,Slovakia,769
2020-04-14,Slovakia,835
2020-04-15,Slovakia,863
2020-04-16,Slovakia,977
2020-03-18,Slovenia,275
2020-03-19,Slovenia,286
2020-03-20,Slovenia,341
2020-03-21,Slovenia,383
2020-03-22,Slovenia,414
2020-03-23,Slovenia,442
2020-03-24,Slovenia,480
2020-03-25,Slovenia,528
2020-03-26,Slovenia,562
2020-03-27,Slovenia,632
2020-03-28,Slovenia,684
2020-03-29,Slovenia,730
2020-03-30,Slovenia,756
2020-03-31,Slovenia,802
2020-04-01,Slovenia,841
2020-04-02,Slovenia,897
2020-04-03,Slovenia,934
2020-04-04,Slovenia,977
2020-04-05,Slovenia,997
2020-04-06,Slovenia,1021
2020-04-07,Slovenia,1059
2020-04-08,Slovenia,1091
2020-04-09,Slovenia,1124
2020-04-10,Slovenia,1160
2020-04-11,Slovenia,1188
2020-04-12,Slovenia,1205
2020-04-13,Slovenia,1212
2020-04-14,Slovenia,1220
2020-04-15,Slovenia,1248
2020-04-16,Slovenia,1268
2020-03-18,Spain,13910
2020-03-19,Spain,17963
2020-03-20,Spain,20410
2020-03-21,Spain,25374
2020-03-22,Spain,28768
2020-03-23,Spain,35136
2020-03-24,Spain,39885
2020-03-25,Spain,49515
2020-03-26,Spain,57786
2020-03-27,Spain,65719
2020-03-28,Spain,73235
2020-03-29,Spain,80110
2020-03-30,Spain,87956
2020-03-31,Spain,95923
2020-04-01,Spain,104118
2020-04-02,Spain,112065
2020-04-03,Spain,119199
2020-04-04,Spain,126168
2020-04-05,Spain,131646
2020-04-06,Spain,136675
2020-04-07,Spain,141942
2020-04-08,Spain,148220
2020-04-09,Spain,153222
2020-04-10,Spain,158273
2020-04-11,Spain,163027
2020-04-12,Spain,166831
2020-04-13,Spain,170099
2020-04-14,Spain,172541
2020-04-15,Spain,177644
2020-04-16,Spain,184948
2020-03-18,Sweden,1279
2020-03-19,Sweden,1439
2020-03-20,Sweden,1639
2020-03-21,Sweden,1763
2020-03-22,Sweden,1934
2020-03-23,Sweden,2046
2020-03-24,Sweden,2286
2020-03-25,Sweden,2526
2020-03-26,Sweden,2840
2020-03-27,Sweden,3069
2020-03-28,Sweden,3447
2020-03-29,Sweden,3700
2020-03-30,Sweden,4028
2020-03-31,Sweden,4435
2020-04-01,Sweden,4947
2020-04-02,Sweden,5568
2020-04-03,Sweden,6131
2020-04-04,Sweden,6443
2020-04-05,Sweden,6830
2020-04-06,Sweden,7206
2020-04-07,Sweden,7693
2020-04-08,Sweden,8419
2020-04-09,Sweden,9141
2020-04-10,Sweden,9685
2020-04-11,Sweden,10151
2020-04-12,Sweden,10483
2020-04-13,Sweden,10948
2020-04-14,Sweden,11445
2020-04-15,Sweden,11927
2020-04-16,Sweden,12540
2020-03-18,Switzerland,3028
2020-03-19,Switzerland,4075
2020-03-20,Switzerland,5294
2020-03-21,Switzerland,6575
2020-03-22,Switzerland,7474
2020-03-23,Switzerland,8795
2020-03-24,Switzerland,9877
2020-03-25,Switzerland,10897
2020-03-26,Switzerland,11811
2020-03-27,Switzerland,12928
2020-03-28,Switzerland,14076
2020-03-29,Switzerland,14829
2020-03-30,Switzerland,15922
2020-03-31,Switzerland,16605
2020-04-01,Switzerland,17768
2020-04-02,Switzerland,18827
2020-04-03,Switzerland,19606
2020-04-04,Switzerland,20505
2020-04-05,Switzerland,21100
2020-04-06,Switzerland,21657
2020-04-07,Switzerland,22253
2020-04-08,Switzerland,23280
2020-04-09,Switzerland,24051
2020-04-10,Switzerland,24551
2020-04-11,Switzerland,25107
2020-04-12,Switzerland,25415
2020-04-13,Switzerland,25688
2020-04-14,Switzerland,25936
2020-04-15,Switzerland,26336
2020-04-16,Switzerland,26732
2020-03-18,Ukraine,14
2020-03-19,Ukraine,16
2020-03-20,Ukraine,29
2020-03-21,Ukraine,47
2020-03-22,Ukraine,73
2020-03-23,Ukraine,73
2020-03-24,Ukraine,97
2020-03-25,Ukraine,145
2020-03-26,Ukraine,196
2020-03-27,Ukraine,310
2020-03-28,Ukraine,356
2020-03-29,Ukraine,475
2020-03-30,Ukraine,548
2020-03-31,Ukraine,645
2020-04-01,Ukraine,794
2020-04-02,Ukraine,897
2020-04-03,Ukraine,1072
2020-04-04,Ukraine,1225
2020-04-05,Ukraine,1308
2020-04-06,Ukraine,1319
2020-04-07,Ukraine,1462
2020-04-08,Ukraine,1668
2020-04-09,Ukraine,1892
2020-04-10,Ukraine,2203
2020-04-11,Ukraine,2511
2020-04-12,Ukraine,2777
2020-04-13,Ukraine,3102
2020-04-14,Ukraine,3372
2020-04-15,Ukraine,3764
2020-04-16,Ukraine,4161
2020-03-18,UK,2626
2020-03-19,UK,2689
2020-03-20,UK,3983
2020-03-21,UK,5018
2020-03-22,UK,5683
2020-03-23,UK,6650
2020-03-24,UK,8077
2020-03-25,UK,9529
2020-03-26,UK,11658
2020-03-27,UK,14543
2020-03-28,UK,17089
2020-03-29,UK,19522
2020-03-30,UK,22141
2020-03-31,UK,25150
2020-04-01,UK,29474
2020-04-02,UK,33718
2020-04-03,UK,38168
2020-04-04,UK,41903
2020-04-05,UK,47806
2020-04-06,UK,51608
2020-04-07,UK,55242
2020-04-08,UK,60733
2020-04-09,UK,65077
2020-04-10,UK,73758
2020-04-11,UK,78991
2020-04-12,UK,84279
2020-04-13,UK,88621
2020-04-14,UK,93873
2020-04-15,UK,98476
2020-04-16,UK,103093
